intervention_id;client_id;type_intervention;date_intervention;duree_heures;statut;technicien_id;commune;cout_intervention_eur;satisfaction_intervention
INT-005115;CLI-097786;Relève compteur;2022-05-14;0.58;Terminée;TECH-021;Civray;765.07;7.5
INT-005116;CLI-096540;Relève compteur;2022-07-29;0.31;Terminée;TECH-032;Poitiers;623.41;7.7
INT-005117;CLI-089579;Mise en service;2022-12-20;1.24;Terminée;TECH-026;Poitiers;521.95;9.2
INT-005118;CLI-088590;Mise en service;2024-06-04;1.17;Terminée;TECH-011;Montmorillon;747.41;6.8
INT-005119;CLI-094785;Relève compteur;2024-05-09;0.49;Terminée;TECH-016;Poitiers;534.06;5.9
INT-005120;CLI-099444;Dépannage réseau;2023-07-14;5.18;Terminée;TECH-018;Chasseneuil-du-Poitou;477.33;8.8
INT-005121;CLI-089055;Dépannage réseau;2025-03-24;3.63;Terminée;TECH-040;Jaunay-Marigny;113.8;9.4
INT-005122;CLI-093639;Dépannage réseau;2022-01-03;5.67;Planifiée;TECH-007;Poitiers;247.88;5.7
INT-005123;CLI-094712;Contrôle technique;2023-08-01;1.87;Terminée;TECH-003;Poitiers;565.75;9.7
INT-005124;CLI-088294;Relève compteur;2024-03-12;1.02;Terminée;TECH-024;Poitiers;373.74;7.8
INT-005125;CLI-098240;Raccordement neuf;2023-03-23;3.04;Terminée;TECH-037;Poitiers;426.57;8.5
INT-005126;CLI-095437;Relève compteur;2022-04-14;0.65;Terminée;TECH-004;Poitiers;441.98;5.8
INT-005127;CLI-091016;Dépannage réseau;2024-02-04;4.79;Terminée;TECH-016;Poitiers;144.28;8.5
INT-005128;CLI-100351;Mise en service;2023-08-09;0.29;Planifiée;TECH-006;Poitiers;458.18;7.7
INT-005129;CLI-096448;Dépannage réseau;2023-12-30;1.17;Terminée;TECH-035;Saint-Benoît;520.87;4.9
INT-005130;CLI-091795;Coupure impayé;2025-02-19;0.45;Terminée;TECH-043;Poitiers;742.43;5.1
INT-005131;CLI-095601;Mise en service;2025-01-22;0.77;Terminée;TECH-010;Châtellerault;276.9;6.8
INT-005132;CLI-092481;Coupure impayé;2025-03-14;1.95;Planifiée;TECH-029;Poitiers;97.25;6.0
INT-005133;CLI-098648;Contrôle technique;2024-11-10;1.42;Planifiée;TECH-031;Poitiers;669.94;9.3
INT-005134;CLI-090694;Dépannage réseau;2025-02-08;5.66;Annulée;TECH-026;Migné-Auxances;590.75;6.8
INT-005135;CLI-086960;Relève compteur;2024-03-18;0.61;Terminée;TECH-012;Montmorillon;261.51;4.5
INT-005136;CLI-100384;Raccordement neuf;2023-08-07;5.18;Terminée;TECH-017;Poitiers;424.56;8.2
INT-005137;CLI-086166;Relève compteur;2022-08-21;1.08;Terminée;TECH-009;Poitiers;660.18;3.6
INT-005138;CLI-089620;Relève compteur;2023-06-14;0.58;Terminée;TECH-006;Buxerolles;274.58;7.2
INT-005139;CLI-087129;Raccordement neuf;2022-03-11;5.42;Annulée;TECH-020;Châtellerault;302.55;9.1
INT-005140;CLI-095931;Mise en service;2022-08-30;0.36;Terminée;TECH-019;Châtellerault;151.19;5.9
INT-005141;CLI-100206;Changement compteur;2024-09-17;1.44;En cours;TECH-039;Poitiers;304.89;7.6
INT-005142;CLI-099240;Modification puissance;2024-02-16;0.63;Terminée;TECH-002;Châtellerault;158.47;10.0
INT-005143;CLI-089998;Modification puissance;2024-07-13;0.34;Terminée;TECH-008;Neuville-de-Poitou;388.6;5.3
INT-005144;CLI-096724;Relève compteur;2023-07-15;0.35;Terminée;TECH-034;Montmorillon;48.24;5.5
INT-005145;CLI-100789;Relève compteur;2023-10-07;0.76;Terminée;TECH-038;Châtellerault;84.09;10.0
INT-005146;CLI-097488;Mise en service;2024-06-02;0.85;Terminée;TECH-017;Poitiers;602.59;10.0
INT-005147;CLI-097402;Dépannage réseau;2022-09-15;3.66;Terminée;TECH-038;Châtellerault;325.52;9.1
INT-005148;CLI-090541;Modification puissance;2024-02-21;1.43;Terminée;TECH-009;Poitiers;483.8;7.5
INT-005149;CLI-093361;Modification puissance;2023-07-14;1.44;Terminée;TECH-035;Poitiers;774.13;10.0
INT-005150;CLI-099029;Modification puissance;2024-02-15;0.29;Terminée;TECH-002;Migné-Auxances;157.87;6.6
INT-005151;CLI-087112;Mise en service;2025-04-26;0.63;Terminée;TECH-014;Montmorillon;516.84;8.8
INT-005152;CLI-088241;Rétablissement;2023-03-28;1.8;Terminée;TECH-011;Poitiers;256.24;8.0
INT-005153;CLI-098412;Dépannage réseau;2022-04-07;3.59;Terminée;TECH-024;Lusignan;762.5;7.2
INT-005154;CLI-092075;Dépannage réseau;2025-02-21;3.0;Terminée;TECH-022;Buxerolles;235.15;7.0
INT-005155;CLI-091502;Mise en service;2022-01-02;0.82;En cours;TECH-004;Châtellerault;294.11;10.0
INT-005156;CLI-100329;Mise en service;2022-06-23;0.89;Planifiée;TECH-008;Neuville-de-Poitou;71.85;6.9
INT-005157;CLI-094861;Relève compteur;2024-08-29;1.01;Terminée;TECH-040;Montmorillon;711.15;4.9
INT-005158;CLI-096390;Mise en service;2024-10-10;1.18;Terminée;TECH-007;Poitiers;475.72;10.0
INT-005159;CLI-099524;Mise en service;2022-07-13;1.08;Terminée;TECH-033;Montmorillon;673.66;7.0
INT-005160;CLI-089294;Raccordement neuf;2024-12-30;5.05;Terminée;TECH-024;Mignaloux-Beauvoir;390.35;9.6
INT-005161;CLI-096354;Rétablissement;2024-11-28;2.82;Terminée;TECH-040;Châtellerault;282.18;3.3
INT-005162;CLI-090104;Raccordement neuf;2022-04-12;5.13;Terminée;TECH-016;Montmorillon;46.14;3.4
INT-005163;CLI-097878;Dépannage réseau;2025-02-14;5.95;Terminée;TECH-013;Loudun;56.03;10.0
INT-005164;CLI-090741;Mise en service;2024-08-09;0.68;Terminée;TECH-011;Poitiers;377.55;5.7
INT-005165;CLI-097503;Changement compteur;2024-09-27;2.0;Terminée;TECH-004;Poitiers;358.26;8.6
INT-005166;CLI-088315;Dépannage réseau;2023-01-12;4.53;Terminée;TECH-028;Saint-Benoît;273.49;4.2
INT-005167;CLI-091907;Relève compteur;2022-10-29;1.08;Terminée;TECH-011;Jaunay-Marigny;607.86;5.9
INT-005168;CLI-092495;Relève compteur;2025-04-06;0.26;Terminée;TECH-019;Châtellerault;418.71;7.9
INT-005169;CLI-090291;Mise en service;2024-08-31;1.38;Terminée;TECH-014;Buxerolles;530.59;7.3
INT-005170;CLI-094176;Mise en service;2025-04-19;1.24;Terminée;TECH-019;Poitiers;489.7;8.7
INT-005171;CLI-088433;Mise en service;2024-01-25;1.37;Terminée;TECH-003;Poitiers;151.03;7.6
INT-005172;CLI-088756;Relève compteur;2023-01-12;1.46;Terminée;TECH-024;Migné-Auxances;161.29;6.4
INT-005173;CLI-096630;Changement compteur;2025-04-04;1.13;Terminée;TECH-019;Neuville-de-Poitou;547.23;7.8
INT-005174;CLI-088026;Mise en service;2022-01-28;1.21;Terminée;TECH-035;Châtellerault;202.61;6.0
INT-005175;CLI-086556;Relève compteur;2024-06-19;1.49;Terminée;TECH-017;Poitiers;671.82;5.7
INT-005176;CLI-089162;Mise en service;2024-05-14;0.58;Terminée;TECH-037;Mignaloux-Beauvoir;430.52;4.2
INT-005177;CLI-089129;Contrôle technique;2024-01-20;2.76;Terminée;TECH-036;Poitiers;77.34;7.0
INT-005178;CLI-097741;Mise en service;2023-08-27;0.82;Terminée;TECH-042;Poitiers;591.93;7.6
INT-005179;CLI-094532;Mise en service;2024-07-15;1.23;Terminée;TECH-036;Montmorillon;435.19;5.7
INT-005180;CLI-087837;Dépannage réseau;2022-07-23;2.15;Planifiée;TECH-021;Poitiers;526.93;8.4
INT-005181;CLI-091932;Relève compteur;2025-04-14;1.04;Terminée;TECH-038;Chauvigny;634.48;8.5
INT-005182;CLI-094803;Modification puissance;2023-05-13;1.17;Terminée;TECH-039;Poitiers;164.21;6.1
INT-005183;CLI-093057;Dépannage réseau;2022-11-30;2.38;Terminée;TECH-031;Poitiers;179.34;9.7
INT-005184;CLI-090171;Modification puissance;2023-10-19;0.53;Terminée;TECH-028;Poitiers;799.01;5.8
INT-005185;CLI-092235;Relève compteur;2022-10-20;0.81;Terminée;TECH-044;Poitiers;408.38;6.4
INT-005186;CLI-092957;Rétablissement;2023-10-11;1.01;Terminée;TECH-019;Migné-Auxances;109.82;10.0
INT-005187;CLI-096189;Dépannage réseau;2025-01-12;4.66;Terminée;TECH-008;Poitiers;211.4;8.4
INT-005188;CLI-091342;Dépannage réseau;2023-11-27;3.8;Terminée;TECH-025;Saint-Benoît;267.47;7.6
INT-005189;CLI-098488;Relève compteur;2023-06-28;1.17;Annulée;TECH-018;Lusignan;43.04;9.0
INT-005190;CLI-092053;Rétablissement;2024-10-10;2.66;Terminée;TECH-043;Poitiers;217.49;6.9
INT-005191;CLI-090085;Mise en service;2023-02-21;0.46;Planifiée;TECH-023;Lusignan;629.1;7.8
INT-005192;CLI-092526;Mise en service;2024-02-22;0.57;Terminée;TECH-028;Châtellerault;290.33;8.5
INT-005193;CLI-087659;Maintenance préventive;2023-11-10;2.82;Terminée;TECH-001;Poitiers;264.77;9.9
INT-005194;CLI-092304;Modification puissance;2024-08-25;1.22;Terminée;TECH-006;Poitiers;287.86;8.0
INT-005195;CLI-098329;Raccordement neuf;2024-05-26;5.37;Terminée;TECH-016;Buxerolles;347.18;10.0
INT-005196;CLI-093536;Mise en service;2022-02-02;0.27;Terminée;TECH-044;Poitiers;696.73;8.6
INT-005197;CLI-088709;Relève compteur;2024-09-10;0.68;Terminée;TECH-016;Poitiers;690.31;8.5
INT-005198;CLI-096906;Dépannage réseau;2023-09-22;3.62;Terminée;TECH-039;Chauvigny;555.86;6.3
INT-005199;CLI-098318;Maintenance préventive;2023-01-31;0.42;Terminée;TECH-028;Neuville-de-Poitou;289.25;8.0
INT-005200;CLI-098482;Mise en service;2023-05-10;0.3;Terminée;TECH-002;Poitiers;718.62;7.7
INT-005201;CLI-098288;Contrôle technique;2023-04-17;2.0;Terminée;TECH-042;Poitiers;40.4;7.5
INT-005202;CLI-097983;Mise en service;2022-07-18;0.29;Terminée;TECH-008;Châtellerault;432.72;9.7
INT-005203;CLI-086453;Mise en service;2023-02-28;0.44;Terminée;TECH-038;Poitiers;275.53;7.6
INT-005204;CLI-098215;Changement compteur;2023-07-08;0.67;Terminée;TECH-037;Poitiers;680.01;7.4
INT-005205;CLI-097774;Dépannage réseau;2022-10-22;5.0;Terminée;TECH-010;Migné-Auxances;220.13;8.1
INT-005206;CLI-087045;Coupure impayé;2025-05-28;2.08;Terminée;TECH-017;Poitiers;385.66;9.7
INT-005207;CLI-095682;Dépannage réseau;2024-12-15;4.46;Planifiée;TECH-006;Poitiers;397.31;7.7
INT-005208;CLI-090922;Mise en service;2024-10-22;1.34;Terminée;TECH-035;Poitiers;507.47;3.9
INT-005209;CLI-098229;Changement compteur;2022-04-10;1.75;Terminée;TECH-043;Châtellerault;337.63;7.7
INT-005210;CLI-088889;Relève compteur;2025-05-27;0.53;Terminée;TECH-010;Châtellerault;594.5;7.7
INT-005211;CLI-093600;Mise en service;2023-12-02;0.34;Terminée;TECH-037;Châtellerault;541.97;8.6
INT-005212;CLI-097267;Modification puissance;2025-01-15;0.49;Terminée;TECH-001;Châtellerault;442.07;8.7
INT-005213;CLI-087241;Raccordement neuf;2022-07-28;1.15;Terminée;TECH-024;Poitiers;169.08;5.8
INT-005214;CLI-096986;Mise en service;2024-08-29;0.77;Terminée;TECH-003;Jaunay-Marigny;798.75;10.0
INT-005215;CLI-098547;Dépannage réseau;2023-12-26;4.47;Terminée;TECH-043;Châtellerault;228.76;4.3
INT-005216;CLI-086875;Relève compteur;2022-09-28;1.41;Terminée;TECH-027;Châtellerault;125.78;8.3
INT-005217;CLI-097522;Raccordement neuf;2023-03-27;3.02;Terminée;TECH-038;Migné-Auxances;515.38;7.7
INT-005218;CLI-092154;Mise en service;2023-08-02;0.93;Terminée;TECH-021;Poitiers;538.1;5.8
INT-005219;CLI-099179;Mise en service;2022-12-16;0.29;Terminée;TECH-010;Poitiers;358.8;8.7
INT-005220;CLI-094570;Changement compteur;2024-01-13;1.65;Terminée;TECH-043;Poitiers;379.72;8.2
INT-005221;CLI-100853;Relève compteur;2025-04-22;0.97;Terminée;TECH-036;Chasseneuil-du-Poitou;216.66;9.6
INT-005222;CLI-089833;Coupure impayé;2025-03-01;0.48;Terminée;TECH-019;Poitiers;539.65;8.2
INT-005223;CLI-100811;Maintenance préventive;2024-06-29;2.76;Terminée;TECH-044;Buxerolles;347.55;6.7
INT-005224;CLI-095796;Maintenance préventive;2023-12-06;2.97;Terminée;TECH-012;Châtellerault;84.31;8.4
INT-005225;CLI-088314;Mise en service;2023-05-18;0.91;Terminée;TECH-038;Poitiers;504.34;9.6
INT-005226;CLI-094117;Contrôle technique;2024-01-26;1.38;Terminée;TECH-039;Montmorillon;335.12;10.0
INT-005227;CLI-086264;Contrôle technique;2023-02-01;2.0;Terminée;TECH-044;Poitiers;324.57;7.5
INT-005228;CLI-088540;Raccordement neuf;2024-02-17;3.96;Terminée;TECH-003;Buxerolles;369.36;7.6
INT-005229;CLI-097987;Mise en service;2024-10-28;1.22;Terminée;TECH-003;Châtellerault;648.05;6.7
INT-005230;CLI-098505;Relève compteur;2025-02-01;1.37;Terminée;TECH-034;Châtellerault;619.82;7.4
INT-005231;CLI-097139;Changement compteur;2022-05-04;1.6;Terminée;TECH-042;Buxerolles;316.81;10.0
INT-005232;CLI-094649;Relève compteur;2024-08-05;1.2;Terminée;TECH-015;Vivonne;296.16;9.9
INT-005233;CLI-099294;Relève compteur;2023-09-21;0.97;Terminée;TECH-024;Poitiers;736.91;7.9
INT-005234;CLI-098202;Dépannage réseau;2023-05-26;3.6;Terminée;TECH-006;Poitiers;284.05;8.6
INT-005235;CLI-091338;Changement compteur;2023-09-10;1.34;Terminée;TECH-002;Poitiers;585.06;6.6
INT-005236;CLI-099062;Changement compteur;2022-06-18;0.89;Terminée;TECH-025;Neuville-de-Poitou;59.56;7.0
INT-005237;CLI-088564;Maintenance préventive;2022-11-20;1.12;Terminée;TECH-034;Poitiers;650.13;6.5
INT-005238;CLI-092802;Contrôle technique;2024-05-03;1.3;Annulée;TECH-008;Poitiers;378.92;6.8
INT-005239;CLI-097277;Mise en service;2023-09-02;0.42;Terminée;TECH-004;Châtellerault;452.46;8.2
INT-005240;CLI-088980;Relève compteur;2023-10-18;1.39;Terminée;TECH-041;Poitiers;221.96;8.7
INT-005241;CLI-091535;Mise en service;2023-04-22;1.44;Planifiée;TECH-025;Poitiers;60.43;10.0
INT-005242;CLI-098077;Mise en service;2024-11-07;0.78;Terminée;TECH-017;Migné-Auxances;144.81;7.8
INT-005243;CLI-095758;Contrôle technique;2023-10-07;2.95;Terminée;TECH-019;Poitiers;57.37;7.7
INT-005244;CLI-092349;Mise en service;2024-02-21;0.74;Terminée;TECH-002;Poitiers;201.38;9.4
INT-005245;CLI-094046;Mise en service;2024-07-30;0.34;Terminée;TECH-034;Châtellerault;43.32;7.3
INT-005246;CLI-094669;Changement compteur;2024-04-16;0.52;Terminée;TECH-003;Saint-Benoît;36.32;8.4
INT-005247;CLI-091031;Rétablissement;2023-06-15;1.39;Terminée;TECH-034;Châtellerault;398.62;7.4
INT-005248;CLI-091813;Contrôle technique;2023-10-08;2.5;Terminée;TECH-030;Poitiers;326.66;7.4
INT-005249;CLI-094722;Mise en service;2025-02-24;0.99;Annulée;TECH-033;Poitiers;182.48;4.2
INT-005250;CLI-098963;Mise en service;2023-03-20;0.69;Terminée;TECH-005;Neuville-de-Poitou;218.98;6.8
INT-005251;CLI-095927;Raccordement neuf;2024-08-03;1.96;Terminée;TECH-040;Poitiers;623.61;10.0
INT-005252;CLI-100760;Relève compteur;2023-10-22;1.43;Terminée;TECH-023;Châtellerault;423.57;9.3
INT-005253;CLI-089566;Maintenance préventive;2023-01-26;1.18;Terminée;TECH-008;Poitiers;789.77;4.4
INT-005254;CLI-099069;Rétablissement;2023-02-22;2.9;Terminée;TECH-040;Poitiers;473.12;7.6
INT-005255;CLI-098919;Dépannage réseau;2023-07-22;5.91;Terminée;TECH-014;Poitiers;429.04;6.7
INT-005256;CLI-095365;Dépannage réseau;2024-09-13;1.49;Terminée;TECH-023;Poitiers;648.0;6.8
INT-005257;CLI-099869;Mise en service;2024-03-08;1.04;Terminée;TECH-043;Poitiers;746.7;4.3
INT-005258;CLI-091152;Modification puissance;2024-01-17;1.13;Terminée;TECH-024;Châtellerault;482.21;7.8
INT-005259;CLI-094002;Dépannage réseau;2023-11-08;5.6;Terminée;TECH-035;Poitiers;334.7;6.4
INT-005260;CLI-099852;Dépannage réseau;2023-02-13;1.4;Terminée;TECH-005;Poitiers;104.71;6.9
INT-005261;CLI-098041;Changement compteur;2023-11-15;0.68;Annulée;TECH-032;Poitiers;511.56;9.0
INT-005262;CLI-097239;Relève compteur;2022-09-26;1.22;Terminée;TECH-042;Buxerolles;473.0;6.6
INT-005263;CLI-100975;Mise en service;2022-03-22;1.37;Terminée;TECH-014;Chauvigny;410.32;5.6
INT-005264;CLI-091652;Mise en service;2023-10-30;1.46;Terminée;TECH-009;Poitiers;691.16;7.6
INT-005265;CLI-098783;Modification puissance;2024-05-04;0.74;Terminée;TECH-021;Poitiers;574.85;6.2
INT-005266;CLI-093050;Relève compteur;2023-11-08;1.37;Terminée;TECH-024;Poitiers;148.51;9.4
INT-005267;CLI-099773;Mise en service;2022-11-19;0.46;Terminée;TECH-039;Saint-Benoît;78.34;8.2
INT-005268;CLI-092170;Contrôle technique;2023-04-09;1.03;Terminée;TECH-006;Poitiers;259.1;8.6
INT-005269;CLI-097995;Mise en service;2023-12-26;1.17;Terminée;TECH-020;Chauvigny;570.68;8.3
INT-005270;CLI-095983;Relève compteur;2022-07-28;1.27;Terminée;TECH-021;Saint-Benoît;154.92;8.6
INT-005271;CLI-097686;Modification puissance;2022-04-03;0.63;Terminée;TECH-009;Poitiers;79.55;5.3
INT-005272;CLI-092966;Mise en service;2023-02-23;1.32;Terminée;TECH-044;Châtellerault;376.73;5.0
INT-005273;CLI-088920;Rétablissement;2023-07-16;2.02;Terminée;TECH-008;Poitiers;137.6;10.0
INT-005274;CLI-100889;Coupure impayé;2022-05-12;1.58;Terminée;TECH-036;Poitiers;623.57;9.0
INT-005275;CLI-099232;Dépannage réseau;2025-04-28;3.51;Terminée;TECH-014;Saint-Benoît;731.04;9.8
INT-005276;CLI-096993;Relève compteur;2024-09-08;0.3;Terminée;TECH-028;Poitiers;107.82;6.1
INT-005277;CLI-096060;Changement compteur;2024-03-03;0.69;Terminée;TECH-037;Poitiers;534.46;6.1
INT-005278;CLI-096272;Contrôle technique;2023-01-28;2.19;Terminée;TECH-026;Poitiers;149.09;5.3
INT-005279;CLI-092203;Changement compteur;2022-03-07;1.85;Terminée;TECH-025;Poitiers;453.84;8.8
INT-005280;CLI-097098;Changement compteur;2024-09-17;1.66;Terminée;TECH-035;Poitiers;320.45;7.1
INT-005281;CLI-090273;Maintenance préventive;2023-09-26;2.25;Terminée;TECH-025;Poitiers;261.92;7.0
INT-005282;CLI-086356;Dépannage réseau;2024-05-22;2.05;Terminée;TECH-041;Poitiers;327.44;9.6
INT-005283;CLI-095322;Contrôle technique;2025-02-22;0.81;Terminée;TECH-036;Poitiers;753.72;5.7
INT-005284;CLI-089493;Changement compteur;2022-05-11;1.54;Terminée;TECH-030;Chauvigny;326.53;8.9
INT-005285;CLI-100499;Relève compteur;2023-05-23;0.31;Terminée;TECH-020;Montmorillon;575.11;6.9
INT-005286;CLI-086185;Relève compteur;2022-05-15;1.17;Planifiée;TECH-037;Poitiers;603.02;7.0
INT-005287;CLI-087731;Mise en service;2022-06-03;0.47;Terminée;TECH-004;Poitiers;576.4;10.0
INT-005288;CLI-094892;Coupure impayé;2025-04-06;1.1;Terminée;TECH-039;Montmorillon;721.7;9.9
INT-005289;CLI-086360;Contrôle technique;2022-02-24;1.76;Terminée;TECH-012;Buxerolles;44.07;6.5
INT-005290;CLI-098784;Mise en service;2022-05-15;0.77;Planifiée;TECH-020;Neuville-de-Poitou;459.78;6.8
INT-005291;CLI-099807;Mise en service;2022-08-11;0.59;Terminée;TECH-003;Châtellerault;749.13;7.2
INT-005292;CLI-093567;Contrôle technique;2022-04-12;1.31;Terminée;TECH-007;Buxerolles;633.71;4.5
INT-005293;CLI-089318;Mise en service;2025-01-05;0.35;En cours;TECH-040;Buxerolles;397.35;5.3
INT-005294;CLI-098876;Mise en service;2024-11-18;0.29;Terminée;TECH-038;Poitiers;179.86;8.1
INT-005295;CLI-095490;Mise en service;2024-08-15;1.37;Terminée;TECH-007;Buxerolles;132.85;8.5
INT-005296;CLI-098656;Changement compteur;2023-02-03;1.57;Terminée;TECH-025;Chasseneuil-du-Poitou;61.16;7.2
INT-005297;CLI-094840;Contrôle technique;2023-07-31;2.14;Planifiée;TECH-002;Poitiers;716.58;6.8
INT-005298;CLI-088898;Relève compteur;2022-06-07;1.4;En cours;TECH-003;Loudun;129.91;10.0
INT-005299;CLI-095816;Contrôle technique;2024-09-03;2.71;Terminée;TECH-027;Neuville-de-Poitou;99.5;8.8
INT-005300;CLI-097980;Dépannage réseau;2022-03-07;3.54;Terminée;TECH-022;Châtellerault;266.13;6.4
INT-005301;CLI-090120;Contrôle technique;2023-05-29;1.05;Terminée;TECH-032;Châtellerault;299.42;10.0
INT-005302;CLI-088868;Mise en service;2024-10-31;1.35;Terminée;TECH-029;Poitiers;754.52;9.0
INT-005303;CLI-092434;Mise en service;2024-12-07;0.79;Terminée;TECH-012;Migné-Auxances;410.06;5.5
INT-005304;CLI-100646;Relève compteur;2022-05-24;0.42;Planifiée;TECH-041;Châtellerault;211.99;6.7
INT-005305;CLI-090712;Contrôle technique;2023-10-21;0.86;Terminée;TECH-009;Poitiers;540.25;8.1
INT-005306;CLI-092933;Dépannage réseau;2023-10-05;1.28;Terminée;TECH-004;Poitiers;754.97;7.6
INT-005307;CLI-097653;Mise en service;2025-04-08;0.71;Terminée;TECH-040;Poitiers;393.08;10.0
INT-005308;CLI-100017;Mise en service;2024-11-24;0.54;Terminée;TECH-011;Loudun;438.48;5.5
INT-005309;CLI-093857;Rétablissement;2024-05-01;1.27;Planifiée;TECH-042;Châtellerault;165.06;10.0
INT-005310;CLI-088540;Dépannage réseau;2022-03-23;5.01;Terminée;TECH-019;Châtellerault;718.09;8.0
INT-005311;CLI-096082;Mise en service;2024-05-18;0.98;Terminée;TECH-016;Poitiers;188.38;7.0
INT-005312;CLI-099205;Mise en service;2022-12-10;0.29;Terminée;TECH-038;Poitiers;362.09;6.8
INT-005313;CLI-091443;Dépannage réseau;2023-06-22;1.94;Terminée;TECH-005;Châtellerault;751.58;8.2
INT-005314;CLI-091934;Dépannage réseau;2022-10-05;1.47;Terminée;TECH-030;Poitiers;679.3;7.0
INT-005315;CLI-088491;Dépannage réseau;2023-12-29;3.77;Terminée;TECH-003;Châtellerault;246.0;5.8
INT-005316;CLI-087229;Relève compteur;2022-06-16;1.16;Terminée;TECH-028;Buxerolles;386.13;10.0
INT-005317;CLI-097923;Relève compteur;2024-01-22;1.35;Terminée;TECH-016;Poitiers;789.61;3.6
INT-005318;CLI-087802;Coupure impayé;2024-04-02;0.73;Terminée;TECH-003;Saint-Benoît;373.74;5.9
INT-005319;CLI-095937;Relève compteur;2022-08-11;0.42;Terminée;TECH-020;Saint-Benoît;634.97;7.9
INT-005320;CLI-094470;Mise en service;2023-10-12;0.81;Terminée;TECH-033;Chauvigny;730.07;7.4
INT-005321;CLI-099351;Changement compteur;2024-10-21;1.36;Terminée;TECH-001;Neuville-de-Poitou;33.62;7.1
INT-005322;CLI-099351;Mise en service;2023-04-23;0.73;Planifiée;TECH-035;Poitiers;474.96;6.5
INT-005323;CLI-091047;Contrôle technique;2024-02-14;0.7;Terminée;TECH-030;Poitiers;672.42;6.2
INT-005324;CLI-097247;Contrôle technique;2024-01-15;0.96;Terminée;TECH-034;Poitiers;234.26;5.4
INT-005325;CLI-086587;Contrôle technique;2023-05-01;2.32;Terminée;TECH-010;Châtellerault;288.36;7.9
INT-005326;CLI-086529;Rétablissement;2023-03-20;1.76;Planifiée;TECH-011;Loudun;204.99;6.8
INT-005327;CLI-086797;Mise en service;2024-11-05;0.73;Terminée;TECH-041;Civray;770.05;8.4
INT-005328;CLI-092343;Relève compteur;2024-08-22;1.31;Terminée;TECH-037;Buxerolles;199.7;10.0
INT-005329;CLI-090079;Coupure impayé;2022-11-24;1.22;Terminée;TECH-024;Châtellerault;656.37;5.8
